target,model,period,semi_amplitude,n_injections,n_recovered,completeness
HD 221354,era_activity,5.0,5.0,6,6,1.0
HD 221354,era_activity,10.0,0.5,6,0,0.0
HD 221354,era_activity,10.0,1.0,6,3,0.5
HD 221354,era_activity,10.0,1.5,6,6,1.0
HD 221354,era_activity,10.0,2.0,6,6,1.0
HD 221354,era_activity,10.0,3.0,6,6,1.0
HD 221354,era_activity,10.0,5.0,6,6,1.0
HD 221354,era_activity,30.0,0.5,6,0,0.0
HD 221354,era_activity,30.0,1.0,6,4,0.6666666666666666
HD 221354,era_activity,30.0,1.5,6,6,1.0
HD 221354,era_activity,30.0,2.0,6,6,1.0
HD 221354,era_activity,30.0,3.0,6,6,1.0
HD 221354,era_activity,30.0,5.0,6,6,1.0
HD 221354,era_activity,100.0,0.5,6,2,0.3333333333333333
HD 221354,era_activity,100.0,1.0,6,4,0.6666666666666666
HD 221354,era_activity,100.0,1.5,6,6,1.0
HD 221354,era_activity,100.0,2.0,6,6,1.0
HD 221354,era_activity,100.0,3.0,6,6,1.0
HD 221354,era_activity,100.0,5.0,6,6,1.0
HD 221354,era_activity,300.0,0.5,6,0,0.0
HD 221354,era_activity,300.0,1.0,6,2,0.3333333333333333
HD 221354,era_activity,300.0,1.5,6,2,0.3333333333333333
HD 221354,era_activity,300.0,2.0,6,3,0.5
HD 221354,era_activity,300.0,3.0,6,3,0.5
HD 221354,era_activity,300.0,5.0,6,4,0.6666666666666666
HD 221354,era_activity,500.0,0.5,6,0,0.0
HD 221354,era_activity,500.0,1.0,6,0,0.0
HD 221354,era_activity,500.0,1.5,6,1,0.16666666666666666
HD 221354,era_activity,500.0,2.0,6,2,0.3333333333333333
HD 221354,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 221354,era_activity,500.0,5.0,6,2,0.3333333333333333
HD 24496 A,baseline,5.0,0.5,6,0,0.0
HD 24496 A,baseline,5.0,1.0,6,0,0.0
HD 24496 A,baseline,5.0,1.5,6,0,0.0
HD 24496 A,baseline,5.0,2.0,6,0,0.0
HD 24496 A,baseline,5.0,3.0,6,0,0.0
HD 24496 A,baseline,5.0,5.0,6,0,0.0
HD 24496 A,baseline,10.0,0.5,6,0,0.0
HD 24496 A,baseline,10.0,1.0,6,0,0.0
HD 24496 A,baseline,10.0,1.5,6,0,0.0
HD 24496 A,baseline,10.0,2.0,6,0,0.0
HD 24496 A,baseline,10.0,3.0,6,0,0.0
HD 24496 A,baseline,10.0,5.0,6,0,0.0
HD 24496 A,baseline,30.0,0.5,6,0,0.0
HD 24496 A,baseline,30.0,1.0,6,0,0.0
HD 24496 A,baseline,30.0,1.5,6,0,0.0
HD 24496 A,baseline,30.0,2.0,6,0,0.0
HD 24496 A,baseline,30.0,3.0,6,0,0.0
HD 24496 A,baseline,30.0,5.0,6,0,0.0
HD 24496 A,baseline,100.0,0.5,6,0,0.0
HD 24496 A,baseline,100.0,1.0,6,0,0.0
HD 24496 A,baseline,100.0,1.5,6,0,0.0
HD 24496 A,baseline,100.0,2.0,6,0,0.0
HD 24496 A,baseline,100.0,3.0,6,0,0.0
HD 24496 A,baseline,100.0,5.0,6,0,0.0
HD 24496 A,baseline,300.0,0.5,6,0,0.0
HD 24496 A,baseline,300.0,1.0,6,0,0.0
HD 24496 A,baseline,300.0,1.5,6,0,0.0
HD 24496 A,baseline,300.0,2.0,6,0,0.0
HD 24496 A,baseline,300.0,3.0,6,0,0.0
HD 24496 A,baseline,300.0,5.0,6,0,0.0
HD 24496 A,baseline,500.0,0.5,6,6,1.0
HD 24496 A,baseline,500.0,1.0,6,6,1.0
HD 24496 A,baseline,500.0,1.5,6,6,1.0
HD 24496 A,baseline,500.0,2.0,6,6,1.0
HD 24496 A,baseline,500.0,3.0,6,6,1.0
HD 24496 A,baseline,500.0,5.0,6,5,0.8333333333333334
HD 24496 A,era,5.0,0.5,6,0,0.0
HD 24496 A,era,5.0,1.0,6,0,0.0
HD 24496 A,era,5.0,1.5,6,0,0.0
HD 24496 A,era,5.0,2.0,6,2,0.3333333333333333
HD 24496 A,era,5.0,3.0,6,4,0.6666666666666666
HD 24496 A,era,5.0,5.0,6,6,1.0
HD 24496 A,era,10.0,0.5,6,0,0.0
HD 24496 A,era,10.0,1.0,6,0,0.0
HD 24496 A,era,10.0,1.5,6,0,0.0
HD 24496 A,era,10.0,2.0,6,0,0.0
HD 24496 A,era,10.0,3.0,6,4,0.6666666666666666
HD 24496 A,era,10.0,5.0,6,6,1.0
HD 24496 A,era,30.0,0.5,6,0,0.0
HD 24496 A,era,30.0,1.0,6,0,0.0
HD 24496 A,era,30.0,1.5,6,0,0.0
HD 24496 A,era,30.0,2.0,6,2,0.3333333333333333
HD 24496 A,era,30.0,3.0,6,4,0.6666666666666666
HD 24496 A,era,30.0,5.0,6,6,1.0
HD 24496 A,era,100.0,0.5,6,0,0.0
HD 24496 A,era,100.0,1.0,6,0,0.0
HD 24496 A,era,100.0,1.5,6,0,0.0
HD 24496 A,era,100.0,2.0,6,0,0.0
HD 24496 A,era,100.0,3.0,6,4,0.6666666666666666
HD 24496 A,era,100.0,5.0,6,6,1.0
HD 24496 A,era,300.0,0.5,6,2,0.3333333333333333
HD 24496 A,era,300.0,1.0,6,2,0.3333333333333333
HD 24496 A,era,300.0,1.5,6,3,0.5
HD 24496 A,era,300.0,2.0,6,3,0.5
HD 24496 A,era,300.0,3.0,6,1,0.16666666666666666
HD 24496 A,era,300.0,5.0,6,1,0.16666666666666666
HD 24496 A,era,500.0,0.5,6,0,0.0
HD 24496 A,era,500.0,1.0,6,0,0.0
HD 24496 A,era,500.0,1.5,6,0,0.0
HD 24496 A,era,500.0,2.0,6,0,0.0
HD 24496 A,era,500.0,3.0,6,0,0.0
HD 24496 A,era,500.0,5.0,6,0,0.0
HD 24496 A,era_activity,5.0,0.5,6,0,0.0
HD 24496 A,era_activity,5.0,1.0,6,0,0.0
HD 24496 A,era_activity,5.0,1.5,6,0,0.0
HD 24496 A,era_activity,5.0,2.0,6,0,0.0
HD 24496 A,era_activity,5.0,3.0,6,6,1.0
HD 24496 A,era_activity,5.0,5.0,6,6,1.0
HD 24496 A,era_activity,10.0,0.5,6,0,0.0
HD 24496 A,era_activity,10.0,1.0,6,0,0.0
HD 24496 A,era_activity,10.0,1.5,6,0,0.0
HD 24496 A,era_activity,10.0,2.0,6,0,0.0
HD 24496 A,era_activity,10.0,3.0,6,5,0.8333333333333334
HD 24496 A,era_activity,10.0,5.0,6,6,1.0
HD 24496 A,era_activity,30.0,0.5,6,0,0.0
HD 24496 A,era_activity,30.0,1.0,6,0,0.0
HD 24496 A,era_activity,30.0,1.5,6,1,0.16666666666666666
HD 24496 A,era_activity,30.0,2.0,6,2,0.3333333333333333
HD 24496 A,era_activity,30.0,3.0,6,6,1.0
HD 24496 A,era_activity,30.0,5.0,6,6,1.0
HD 24496 A,era_activity,100.0,0.5,6,0,0.0
HD 24496 A,era_activity,100.0,1.0,6,0,0.0
HD 24496 A,era_activity,100.0,1.5,6,0,0.0
HD 24496 A,era_activity,100.0,2.0,6,1,0.16666666666666666
HD 24496 A,era_activity,100.0,3.0,6,4,0.6666666666666666
HD 24496 A,era_activity,100.0,5.0,6,6,1.0
HD 24496 A,era_activity,300.0,0.5,6,0,0.0
HD 24496 A,era_activity,300.0,1.0,6,0,0.0
HD 24496 A,era_activity,300.0,1.5,6,0,0.0
HD 24496 A,era_activity,300.0,2.0,6,1,0.16666666666666666
HD 24496 A,era_activity,300.0,3.0,6,2,0.3333333333333333
HD 24496 A,era_activity,300.0,5.0,6,2,0.3333333333333333
HD 24496 A,era_activity,500.0,0.5,6,0,0.0
HD 24496 A,era_activity,500.0,1.0,6,0,0.0
HD 24496 A,era_activity,500.0,1.5,6,0,0.0
HD 24496 A,era_activity,500.0,2.0,6,0,0.0
HD 24496 A,era_activity,500.0,3.0,6,0,0.0
HD 24496 A,era_activity,500.0,5.0,6,0,0.0
HD 26965,baseline,5.0,0.5,6,0,0.0
HD 26965,baseline,5.0,1.0,6,0,0.0
HD 26965,baseline,5.0,1.5,6,0,0.0
HD 26965,baseline,5.0,2.0,6,0,0.0
HD 26965,baseline,5.0,3.0,6,6,1.0
HD 26965,baseline,5.0,5.0,6,6,1.0
HD 26965,baseline,10.0,0.5,6,0,0.0
HD 26965,baseline,10.0,1.0,6,0,0.0
HD 26965,baseline,10.0,1.5,6,0,0.0
HD 26965,baseline,10.0,2.0,6,2,0.3333333333333333
HD 26965,baseline,10.0,3.0,6,6,1.0
HD 26965,baseline,10.0,5.0,6,6,1.0
HD 26965,baseline,30.0,0.5,6,0,0.0
HD 26965,baseline,30.0,1.0,6,0,0.0
HD 26965,baseline,30.0,1.5,6,0,0.0
HD 26965,baseline,30.0,2.0,6,0,0.0
HD 26965,baseline,30.0,3.0,6,6,1.0
HD 26965,baseline,30.0,5.0,6,6,1.0
HD 26965,baseline,100.0,0.5,6,0,0.0
HD 26965,baseline,100.0,1.0,6,0,0.0
HD 26965,baseline,100.0,1.5,6,0,0.0
HD 26965,baseline,100.0,2.0,6,1,0.16666666666666666
HD 26965,baseline,100.0,3.0,6,5,0.8333333333333334
HD 26965,baseline,100.0,5.0,6,6,1.0
HD 26965,baseline,300.0,0.5,6,0,0.0
HD 26965,baseline,300.0,1.0,6,0,0.0
HD 26965,baseline,300.0,1.5,6,0,0.0
HD 26965,baseline,300.0,2.0,6,0,0.0
HD 26965,baseline,300.0,3.0,6,1,0.16666666666666666
HD 26965,baseline,300.0,5.0,6,2,0.3333333333333333
HD 26965,baseline,500.0,0.5,6,0,0.0
HD 26965,baseline,500.0,1.0,6,0,0.0
HD 26965,baseline,500.0,1.5,6,0,0.0
HD 26965,baseline,500.0,2.0,6,0,0.0
HD 26965,baseline,500.0,3.0,6,1,0.16666666666666666
HD 26965,baseline,500.0,5.0,6,5,0.8333333333333334
HD 26965,era,5.0,0.5,6,0,0.0
HD 26965,era,5.0,1.0,6,0,0.0
HD 26965,era,5.0,1.5,6,0,0.0
HD 26965,era,5.0,2.0,6,0,0.0
HD 26965,era,5.0,3.0,6,6,1.0
HD 26965,era,5.0,5.0,6,6,1.0
HD 26965,era,10.0,0.5,6,0,0.0
HD 26965,era,10.0,1.0,6,0,0.0
HD 26965,era,10.0,1.5,6,0,0.0
HD 26965,era,10.0,2.0,6,0,0.0
HD 26965,era,10.0,3.0,6,6,1.0
HD 26965,era,10.0,5.0,6,6,1.0
HD 26965,era,30.0,0.5,6,0,0.0
HD 26965,era,30.0,1.0,6,0,0.0
HD 26965,era,30.0,1.5,6,0,0.0
HD 26965,era,30.0,2.0,6,0,0.0
HD 26965,era,30.0,3.0,6,6,1.0
HD 26965,era,30.0,5.0,6,6,1.0
HD 26965,era,100.0,0.5,6,0,0.0
HD 26965,era,100.0,1.0,6,0,0.0
HD 26965,era,100.0,1.5,6,0,0.0
HD 26965,era,100.0,2.0,6,1,0.16666666666666666
HD 26965,era,100.0,3.0,6,5,0.8333333333333334
HD 26965,era,100.0,5.0,6,6,1.0
HD 26965,era,300.0,0.5,6,0,0.0
HD 26965,era,300.0,1.0,6,0,0.0
HD 26965,era,300.0,1.5,6,0,0.0
HD 26965,era,300.0,2.0,6,0,0.0
HD 26965,era,300.0,3.0,6,0,0.0
HD 26965,era,300.0,5.0,6,0,0.0
HD 26965,era,500.0,0.5,6,0,0.0
HD 26965,era,500.0,1.0,6,0,0.0
HD 26965,era,500.0,1.5,6,0,0.0
HD 26965,era,500.0,2.0,6,0,0.0
HD 26965,era,500.0,3.0,6,0,0.0
HD 26965,era,500.0,5.0,6,2,0.3333333333333333
HD 26965,era_activity,5.0,0.5,6,0,0.0
HD 26965,era_activity,5.0,1.0,6,0,0.0
HD 26965,era_activity,5.0,1.5,6,0,0.0
HD 26965,era_activity,5.0,2.0,6,6,1.0
HD 26965,era_activity,5.0,3.0,6,6,1.0
HD 26965,era_activity,5.0,5.0,6,6,1.0
HD 26965,era_activity,10.0,0.5,6,0,0.0
HD 26965,era_activity,10.0,1.0,6,0,0.0
HD 26965,era_activity,10.0,1.5,6,0,0.0
HD 26965,era_activity,10.0,2.0,6,4,0.6666666666666666
HD 26965,era_activity,10.0,3.0,6,6,1.0
HD 26965,era_activity,10.0,5.0,6,6,1.0
HD 26965,era_activity,30.0,0.5,6,0,0.0
HD 26965,era_activity,30.0,1.0,6,0,0.0
HD 26965,era_activity,30.0,1.5,6,2,0.3333333333333333
HD 26965,era_activity,30.0,2.0,6,3,0.5
HD 26965,era_activity,30.0,3.0,6,6,1.0
HD 26965,era_activity,30.0,5.0,6,6,1.0
HD 26965,era_activity,100.0,0.5,6,0,0.0
HD 26965,era_activity,100.0,1.0,6,0,0.0
HD 26965,era_activity,100.0,1.5,6,0,0.0
HD 26965,era_activity,100.0,2.0,6,3,0.5
HD 26965,era_activity,100.0,3.0,6,5,0.8333333333333334
HD 26965,era_activity,100.0,5.0,6,6,1.0
HD 26965,era_activity,300.0,0.5,6,0,0.0
HD 26965,era_activity,300.0,1.0,6,0,0.0
HD 26965,era_activity,300.0,1.5,6,0,0.0
HD 26965,era_activity,300.0,2.0,6,0,0.0
HD 26965,era_activity,300.0,3.0,6,0,0.0
HD 26965,era_activity,300.0,5.0,6,2,0.3333333333333333
HD 26965,era_activity,500.0,0.5,6,0,0.0
HD 26965,era_activity,500.0,1.0,6,0,0.0
HD 26965,era_activity,500.0,1.5,6,0,0.0
HD 26965,era_activity,500.0,2.0,6,0,0.0
HD 26965,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 26965,era_activity,500.0,5.0,6,2,0.3333333333333333
HD 34411,baseline,5.0,0.5,6,0,0.0
HD 34411,baseline,5.0,1.0,6,0,0.0
HD 34411,baseline,5.0,1.5,6,6,1.0
HD 34411,baseline,5.0,2.0,6,6,1.0
HD 34411,baseline,5.0,3.0,6,6,1.0
HD 34411,baseline,5.0,5.0,6,6,1.0
HD 34411,baseline,10.0,0.5,6,0,0.0
HD 34411,baseline,10.0,1.0,6,1,0.16666666666666666
HD 34411,baseline,10.0,1.5,6,6,1.0
HD 34411,baseline,10.0,2.0,6,6,1.0
HD 34411,baseline,10.0,3.0,6,6,1.0
HD 34411,baseline,10.0,5.0,6,6,1.0
HD 34411,baseline,30.0,0.5,6,0,0.0
HD 34411,baseline,30.0,1.0,6,2,0.3333333333333333
HD 34411,baseline,30.0,1.5,6,5,0.8333333333333334
HD 34411,baseline,30.0,2.0,6,6,1.0
HD 34411,baseline,30.0,3.0,6,6,1.0
HD 34411,baseline,30.0,5.0,6,6,1.0
HD 34411,baseline,100.0,0.5,6,0,0.0
HD 34411,baseline,100.0,1.0,6,1,0.16666666666666666
HD 34411,baseline,100.0,1.5,6,5,0.8333333333333334
HD 34411,baseline,100.0,2.0,6,6,1.0
HD 34411,baseline,100.0,3.0,6,6,1.0
HD 34411,baseline,100.0,5.0,6,6,1.0
HD 34411,baseline,300.0,0.5,6,2,0.3333333333333333
HD 34411,baseline,300.0,1.0,6,4,0.6666666666666666
HD 34411,baseline,300.0,1.5,6,4,0.6666666666666666
HD 34411,baseline,300.0,2.0,6,4,0.6666666666666666
HD 34411,baseline,300.0,3.0,6,5,0.8333333333333334
HD 34411,baseline,300.0,5.0,6,6,1.0
HD 34411,baseline,500.0,0.5,6,2,0.3333333333333333
HD 34411,baseline,500.0,1.0,6,4,0.6666666666666666
HD 34411,baseline,500.0,1.5,6,4,0.6666666666666666
HD 34411,baseline,500.0,2.0,6,5,0.8333333333333334
HD 34411,baseline,500.0,3.0,6,6,1.0
HD 34411,baseline,500.0,5.0,6,6,1.0
HD 34411,era,5.0,0.5,6,0,0.0
HD 34411,era,5.0,1.0,6,5,0.8333333333333334
HD 34411,era,5.0,1.5,6,6,1.0
HD 34411,era,5.0,2.0,6,6,1.0
HD 34411,era,5.0,3.0,6,6,1.0
HD 34411,era,5.0,5.0,6,6,1.0
HD 34411,era,10.0,0.5,6,0,0.0
HD 34411,era,10.0,1.0,6,4,0.6666666666666666
HD 34411,era,10.0,1.5,6,6,1.0
HD 34411,era,10.0,2.0,6,6,1.0
HD 34411,era,10.0,3.0,6,6,1.0
HD 34411,era,10.0,5.0,6,6,1.0
HD 34411,era,30.0,0.5,6,0,0.0
HD 34411,era,30.0,1.0,6,4,0.6666666666666666
HD 34411,era,30.0,1.5,6,6,1.0
HD 34411,era,30.0,2.0,6,6,1.0
HD 34411,era,30.0,3.0,6,6,1.0
HD 34411,era,30.0,5.0,6,6,1.0
HD 34411,era,100.0,0.5,6,0,0.0
HD 34411,era,100.0,1.0,6,4,0.6666666666666666
HD 34411,era,100.0,1.5,6,6,1.0
HD 34411,era,100.0,2.0,6,6,1.0
HD 34411,era,100.0,3.0,6,6,1.0
HD 34411,era,100.0,5.0,6,6,1.0
HD 34411,era,300.0,0.5,6,1,0.16666666666666666
HD 34411,era,300.0,1.0,6,2,0.3333333333333333
HD 34411,era,300.0,1.5,6,3,0.5
HD 34411,era,300.0,2.0,6,4,0.6666666666666666
HD 34411,era,300.0,3.0,6,3,0.5
HD 34411,era,300.0,5.0,6,4,0.6666666666666666
HD 34411,era,500.0,0.5,6,0,0.0
HD 34411,era,500.0,1.0,6,0,0.0
HD 34411,era,500.0,1.5,6,0,0.0
HD 34411,era,500.0,2.0,6,2,0.3333333333333333
HD 34411,era,500.0,3.0,6,2,0.3333333333333333
HD 34411,era,500.0,5.0,6,2,0.3333333333333333
HD 34411,era_activity,5.0,0.5,6,0,0.0
HD 34411,era_activity,5.0,1.0,6,6,1.0
HD 34411,era_activity,5.0,1.5,6,6,1.0
HD 34411,era_activity,5.0,2.0,6,6,1.0
HD 34411,era_activity,5.0,3.0,6,6,1.0
HD 34411,era_activity,5.0,5.0,6,6,1.0
HD 34411,era_activity,10.0,0.5,6,0,0.0
HD 34411,era_activity,10.0,1.0,6,5,0.8333333333333334
HD 34411,era_activity,10.0,1.5,6,6,1.0
HD 34411,era_activity,10.0,2.0,6,6,1.0
HD 34411,era_activity,10.0,3.0,6,6,1.0
HD 34411,era_activity,10.0,5.0,6,6,1.0
HD 34411,era_activity,30.0,0.5,6,0,0.0
HD 34411,era_activity,30.0,1.0,6,4,0.6666666666666666
HD 34411,era_activity,30.0,1.5,6,6,1.0
HD 34411,era_activity,30.0,2.0,6,6,1.0
HD 34411,era_activity,30.0,3.0,6,6,1.0
HD 34411,era_activity,30.0,5.0,6,6,1.0
HD 34411,era_activity,100.0,0.5,6,0,0.0
HD 34411,era_activity,100.0,1.0,6,3,0.5
HD 34411,era_activity,100.0,1.5,6,6,1.0
HD 34411,era_activity,100.0,2.0,6,6,1.0
HD 34411,era_activity,100.0,3.0,6,6,1.0
HD 34411,era_activity,100.0,5.0,6,6,1.0
HD 34411,era_activity,300.0,0.5,6,0,0.0
HD 34411,era_activity,300.0,1.0,6,0,0.0
HD 34411,era_activity,300.0,1.5,6,1,0.16666666666666666
HD 34411,era_activity,300.0,2.0,6,2,0.3333333333333333
HD 34411,era_activity,300.0,3.0,6,3,0.5
HD 34411,era_activity,300.0,5.0,6,4,0.6666666666666666
HD 34411,era_activity,500.0,0.5,6,0,0.0
HD 34411,era_activity,500.0,1.0,6,0,0.0
HD 34411,era_activity,500.0,1.5,6,1,0.16666666666666666
HD 34411,era_activity,500.0,2.0,6,2,0.3333333333333333
HD 34411,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 34411,era_activity,500.0,5.0,6,3,0.5
HD 38858,baseline,5.0,0.5,6,0,0.0
HD 38858,baseline,5.0,1.0,6,0,0.0
HD 38858,baseline,5.0,1.5,6,0,0.0
HD 38858,baseline,5.0,2.0,6,0,0.0
HD 38858,baseline,5.0,3.0,6,0,0.0
HD 38858,baseline,5.0,5.0,6,6,1.0
HD 38858,baseline,10.0,0.5,6,0,0.0
HD 38858,baseline,10.0,1.0,6,0,0.0
HD 38858,baseline,10.0,1.5,6,0,0.0
HD 38858,baseline,10.0,2.0,6,0,0.0
HD 38858,baseline,10.0,3.0,6,0,0.0
HD 38858,baseline,10.0,5.0,6,6,1.0
HD 38858,baseline,30.0,0.5,6,0,0.0
HD 38858,baseline,30.0,1.0,6,0,0.0
HD 38858,baseline,30.0,1.5,6,0,0.0
HD 38858,baseline,30.0,2.0,6,0,0.0
HD 38858,baseline,30.0,3.0,6,0,0.0
HD 38858,baseline,30.0,5.0,6,6,1.0
HD 38858,baseline,100.0,0.5,6,0,0.0
HD 38858,baseline,100.0,1.0,6,0,0.0
HD 38858,baseline,100.0,1.5,6,0,0.0
HD 38858,baseline,100.0,2.0,6,0,0.0
HD 38858,baseline,100.0,3.0,6,0,0.0
HD 38858,baseline,100.0,5.0,6,5,0.8333333333333334
HD 38858,baseline,300.0,0.5,6,0,0.0
HD 38858,baseline,300.0,1.0,6,0,0.0
HD 38858,baseline,300.0,1.5,6,0,0.0
HD 38858,baseline,300.0,2.0,6,0,0.0
HD 38858,baseline,300.0,3.0,6,0,0.0
HD 38858,baseline,300.0,5.0,6,1,0.16666666666666666
HD 38858,baseline,500.0,0.5,6,0,0.0
HD 38858,baseline,500.0,1.0,6,0,0.0
HD 38858,baseline,500.0,1.5,6,0,0.0
HD 38858,baseline,500.0,2.0,6,0,0.0
HD 38858,baseline,500.0,3.0,6,1,0.16666666666666666
HD 38858,baseline,500.0,5.0,6,1,0.16666666666666666
HD 38858,era,5.0,0.5,6,0,0.0
HD 38858,era,5.0,1.0,6,0,0.0
HD 38858,era,5.0,1.5,6,0,0.0
HD 38858,era,5.0,2.0,6,0,0.0
HD 38858,era,5.0,3.0,6,6,1.0
HD 38858,era,5.0,5.0,6,6,1.0
HD 38858,era,10.0,0.5,6,0,0.0
HD 38858,era,10.0,1.0,6,0,0.0
HD 38858,era,10.0,1.5,6,0,0.0
HD 38858,era,10.0,2.0,6,0,0.0
HD 38858,era,10.0,3.0,6,6,1.0
HD 38858,era,10.0,5.0,6,6,1.0
HD 38858,era,30.0,0.5,6,0,0.0
HD 38858,era,30.0,1.0,6,0,0.0
HD 38858,era,30.0,1.5,6,0,0.0
HD 38858,era,30.0,2.0,6,1,0.16666666666666666
HD 38858,era,30.0,3.0,6,3,0.5
HD 38858,era,30.0,5.0,6,6,1.0
HD 38858,era,100.0,0.5,6,0,0.0
HD 38858,era,100.0,1.0,6,0,0.0
HD 38858,era,100.0,1.5,6,0,0.0
HD 38858,era,100.0,2.0,6,2,0.3333333333333333
HD 38858,era,100.0,3.0,6,4,0.6666666666666666
HD 38858,era,100.0,5.0,6,6,1.0
HD 38858,era,300.0,0.5,6,0,0.0
HD 38858,era,300.0,1.0,6,0,0.0
HD 38858,era,300.0,1.5,6,0,0.0
HD 38858,era,300.0,2.0,6,0,0.0
HD 38858,era,300.0,3.0,6,0,0.0
HD 38858,era,300.0,5.0,6,1,0.16666666666666666
HD 38858,era,500.0,0.5,6,0,0.0
HD 38858,era,500.0,1.0,6,0,0.0
HD 38858,era,500.0,1.5,6,0,0.0
HD 38858,era,500.0,2.0,6,1,0.16666666666666666
HD 38858,era,500.0,3.0,6,1,0.16666666666666666
HD 38858,era,500.0,5.0,6,1,0.16666666666666666
HD 38858,era_activity,5.0,0.5,6,0,0.0
HD 38858,era_activity,5.0,1.0,6,0,0.0
HD 38858,era_activity,5.0,1.5,6,2,0.3333333333333333
HD 38858,era_activity,5.0,2.0,6,6,1.0
HD 38858,era_activity,5.0,3.0,6,6,1.0
HD 38858,era_activity,5.0,5.0,6,6,1.0
HD 38858,era_activity,10.0,0.5,6,0,0.0
HD 38858,era_activity,10.0,1.0,6,0,0.0
HD 38858,era_activity,10.0,1.5,6,2,0.3333333333333333
HD 38858,era_activity,10.0,2.0,6,4,0.6666666666666666
HD 38858,era_activity,10.0,3.0,6,6,1.0
HD 38858,era_activity,10.0,5.0,6,6,1.0
HD 38858,era_activity,30.0,0.5,6,0,0.0
HD 38858,era_activity,30.0,1.0,6,0,0.0
HD 38858,era_activity,30.0,1.5,6,0,0.0
HD 38858,era_activity,30.0,2.0,6,3,0.5
HD 38858,era_activity,30.0,3.0,6,6,1.0
HD 38858,era_activity,30.0,5.0,6,6,1.0
HD 38858,era_activity,100.0,0.5,6,0,0.0
HD 38858,era_activity,100.0,1.0,6,0,0.0
HD 38858,era_activity,100.0,1.5,6,2,0.3333333333333333
HD 38858,era_activity,100.0,2.0,6,4,0.6666666666666666
HD 38858,era_activity,100.0,3.0,6,5,0.8333333333333334
HD 38858,era_activity,100.0,5.0,6,6,1.0
HD 38858,era_activity,300.0,0.5,6,0,0.0
HD 38858,era_activity,300.0,1.0,6,0,0.0
HD 38858,era_activity,300.0,1.5,6,0,0.0
HD 38858,era_activity,300.0,2.0,6,1,0.16666666666666666
HD 38858,era_activity,300.0,3.0,6,1,0.16666666666666666
HD 38858,era_activity,300.0,5.0,6,2,0.3333333333333333
HD 38858,era_activity,500.0,0.5,6,0,0.0
HD 38858,era_activity,500.0,1.0,6,0,0.0
HD 38858,era_activity,500.0,1.5,6,0,0.0
HD 38858,era_activity,500.0,2.0,6,0,0.0
HD 38858,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 38858,era_activity,500.0,5.0,6,1,0.16666666666666666
HD 4614 A,baseline,5.0,0.5,6,0,0.0
HD 4614 A,baseline,5.0,1.0,6,0,0.0
HD 4614 A,baseline,5.0,1.5,6,0,0.0
HD 4614 A,baseline,5.0,2.0,6,0,0.0
HD 4614 A,baseline,5.0,3.0,6,0,0.0
HD 4614 A,baseline,5.0,5.0,6,0,0.0
HD 4614 A,baseline,10.0,0.5,6,0,0.0
HD 4614 A,baseline,10.0,1.0,6,0,0.0
HD 4614 A,baseline,10.0,1.5,6,0,0.0
HD 4614 A,baseline,10.0,2.0,6,0,0.0
HD 4614 A,baseline,10.0,3.0,6,0,0.0
HD 4614 A,baseline,10.0,5.0,6,2,0.3333333333333333
HD 4614 A,baseline,30.0,0.5,6,0,0.0
HD 4614 A,baseline,30.0,1.0,6,0,0.0
HD 4614 A,baseline,30.0,1.5,6,0,0.0
HD 4614 A,baseline,30.0,2.0,6,0,0.0
HD 4614 A,baseline,30.0,3.0,6,0,0.0
HD 4614 A,baseline,30.0,5.0,6,1,0.16666666666666666
HD 4614 A,baseline,100.0,0.5,6,0,0.0
HD 4614 A,baseline,100.0,1.0,6,0,0.0
HD 4614 A,baseline,100.0,1.5,6,0,0.0
HD 4614 A,baseline,100.0,2.0,6,0,0.0
HD 4614 A,baseline,100.0,3.0,6,0,0.0
HD 4614 A,baseline,100.0,5.0,6,1,0.16666666666666666
HD 4614 A,baseline,300.0,0.5,6,0,0.0
HD 4614 A,baseline,300.0,1.0,6,0,0.0
HD 4614 A,baseline,300.0,1.5,6,0,0.0
HD 4614 A,baseline,300.0,2.0,6,1,0.16666666666666666
HD 4614 A,baseline,300.0,3.0,6,1,0.16666666666666666
HD 4614 A,baseline,300.0,5.0,6,1,0.16666666666666666
HD 4614 A,baseline,500.0,0.5,6,0,0.0
HD 4614 A,baseline,500.0,1.0,6,0,0.0
HD 4614 A,baseline,500.0,1.5,6,0,0.0
HD 4614 A,baseline,500.0,2.0,6,0,0.0
HD 4614 A,baseline,500.0,3.0,6,0,0.0
HD 4614 A,baseline,500.0,5.0,6,0,0.0
HD 4614 A,era,5.0,0.5,6,0,0.0
HD 4614 A,era,5.0,1.0,6,0,0.0
HD 4614 A,era,5.0,1.5,6,0,0.0
HD 4614 A,era,5.0,2.0,6,4,0.6666666666666666
HD 4614 A,era,5.0,3.0,6,6,1.0
HD 4614 A,era,5.0,5.0,6,6,1.0
HD 4614 A,era,10.0,0.5,6,0,0.0
HD 4614 A,era,10.0,1.0,6,0,0.0
HD 4614 A,era,10.0,1.5,6,1,0.16666666666666666
HD 4614 A,era,10.0,2.0,6,4,0.6666666666666666
