target,model,period,semi_amplitude,n_injections,n_recovered,completeness
HD 182572,baseline,5.0,2.0,6,3,0.5
HD 182572,baseline,5.0,3.0,6,6,1.0
HD 182572,baseline,5.0,5.0,6,6,1.0
HD 182572,baseline,10.0,0.5,6,0,0.0
HD 182572,baseline,10.0,1.0,6,0,0.0
HD 182572,baseline,10.0,1.5,6,0,0.0
HD 182572,baseline,10.0,2.0,6,2,0.3333333333333333
HD 182572,baseline,10.0,3.0,6,6,1.0
HD 182572,baseline,10.0,5.0,6,6,1.0
HD 182572,baseline,30.0,0.5,6,0,0.0
HD 182572,baseline,30.0,1.0,6,1,0.16666666666666666
HD 182572,baseline,30.0,1.5,6,3,0.5
HD 182572,baseline,30.0,2.0,6,3,0.5
HD 182572,baseline,30.0,3.0,6,5,0.8333333333333334
HD 182572,baseline,30.0,5.0,6,6,1.0
HD 182572,baseline,100.0,0.5,6,0,0.0
HD 182572,baseline,100.0,1.0,6,1,0.16666666666666666
HD 182572,baseline,100.0,1.5,6,3,0.5
HD 182572,baseline,100.0,2.0,6,3,0.5
HD 182572,baseline,100.0,3.0,6,5,0.8333333333333334
HD 182572,baseline,100.0,5.0,6,6,1.0
HD 182572,baseline,300.0,0.5,6,0,0.0
HD 182572,baseline,300.0,1.0,6,1,0.16666666666666666
HD 182572,baseline,300.0,1.5,6,1,0.16666666666666666
HD 182572,baseline,300.0,2.0,6,2,0.3333333333333333
HD 182572,baseline,300.0,3.0,6,2,0.3333333333333333
HD 182572,baseline,300.0,5.0,6,5,0.8333333333333334
HD 182572,baseline,500.0,0.5,6,1,0.16666666666666666
HD 182572,baseline,500.0,1.0,6,2,0.3333333333333333
HD 182572,baseline,500.0,1.5,6,1,0.16666666666666666
HD 182572,baseline,500.0,2.0,6,2,0.3333333333333333
HD 182572,baseline,500.0,3.0,6,2,0.3333333333333333
HD 182572,baseline,500.0,5.0,6,3,0.5
HD 182572,era,5.0,0.5,6,0,0.0
HD 182572,era,5.0,1.0,6,0,0.0
HD 182572,era,5.0,1.5,6,0,0.0
HD 182572,era,5.0,2.0,6,5,0.8333333333333334
HD 182572,era,5.0,3.0,6,6,1.0
HD 182572,era,5.0,5.0,6,6,1.0
HD 182572,era,10.0,0.5,6,0,0.0
HD 182572,era,10.0,1.0,6,0,0.0
HD 182572,era,10.0,1.5,6,0,0.0
HD 182572,era,10.0,2.0,6,5,0.8333333333333334
HD 182572,era,10.0,3.0,6,6,1.0
HD 182572,era,10.0,5.0,6,6,1.0
HD 182572,era,30.0,0.5,6,0,0.0
HD 182572,era,30.0,1.0,6,1,0.16666666666666666
HD 182572,era,30.0,1.5,6,3,0.5
HD 182572,era,30.0,2.0,6,4,0.6666666666666666
HD 182572,era,30.0,3.0,6,6,1.0
HD 182572,era,30.0,5.0,6,6,1.0
HD 182572,era,100.0,0.5,6,0,0.0
HD 182572,era,100.0,1.0,6,0,0.0
HD 182572,era,100.0,1.5,6,0,0.0
HD 182572,era,100.0,2.0,6,4,0.6666666666666666
HD 182572,era,100.0,3.0,6,6,1.0
HD 182572,era,100.0,5.0,6,6,1.0
HD 182572,era,300.0,0.5,6,0,0.0
HD 182572,era,300.0,1.0,6,0,0.0
HD 182572,era,300.0,1.5,6,0,0.0
HD 182572,era,300.0,2.0,6,2,0.3333333333333333
HD 182572,era,300.0,3.0,6,2,0.3333333333333333
HD 182572,era,300.0,5.0,6,4,0.6666666666666666
HD 182572,era,500.0,0.5,6,0,0.0
HD 182572,era,500.0,1.0,6,0,0.0
HD 182572,era,500.0,1.5,6,0,0.0
HD 182572,era,500.0,2.0,6,3,0.5
HD 182572,era,500.0,3.0,6,4,0.6666666666666666
HD 182572,era,500.0,5.0,6,4,0.6666666666666666
HD 182572,era_activity,5.0,0.5,6,0,0.0
HD 182572,era_activity,5.0,1.0,6,0,0.0
HD 182572,era_activity,5.0,1.5,6,2,0.3333333333333333
HD 182572,era_activity,5.0,2.0,6,6,1.0
HD 182572,era_activity,5.0,3.0,6,6,1.0
HD 182572,era_activity,5.0,5.0,6,6,1.0
HD 182572,era_activity,10.0,0.5,6,0,0.0
HD 182572,era_activity,10.0,1.0,6,0,0.0
HD 182572,era_activity,10.0,1.5,6,2,0.3333333333333333
HD 182572,era_activity,10.0,2.0,6,6,1.0
HD 182572,era_activity,10.0,3.0,6,6,1.0
HD 182572,era_activity,10.0,5.0,6,6,1.0
HD 182572,era_activity,30.0,0.5,6,0,0.0
HD 182572,era_activity,30.0,1.0,6,0,0.0
HD 182572,era_activity,30.0,1.5,6,2,0.3333333333333333
HD 182572,era_activity,30.0,2.0,6,5,0.8333333333333334
HD 182572,era_activity,30.0,3.0,6,6,1.0
HD 182572,era_activity,30.0,5.0,6,6,1.0
HD 182572,era_activity,100.0,0.5,6,0,0.0
HD 182572,era_activity,100.0,1.0,6,0,0.0
HD 182572,era_activity,100.0,1.5,6,3,0.5
HD 182572,era_activity,100.0,2.0,6,4,0.6666666666666666
HD 182572,era_activity,100.0,3.0,6,6,1.0
HD 182572,era_activity,100.0,5.0,6,6,1.0
HD 182572,era_activity,300.0,0.5,6,0,0.0
HD 182572,era_activity,300.0,1.0,6,0,0.0
HD 182572,era_activity,300.0,1.5,6,0,0.0
HD 182572,era_activity,300.0,2.0,6,2,0.3333333333333333
HD 182572,era_activity,300.0,3.0,6,3,0.5
HD 182572,era_activity,300.0,5.0,6,5,0.8333333333333334
HD 182572,era_activity,500.0,0.5,6,0,0.0
HD 182572,era_activity,500.0,1.0,6,0,0.0
HD 182572,era_activity,500.0,1.5,6,2,0.3333333333333333
HD 182572,era_activity,500.0,2.0,6,3,0.5
HD 182572,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 182572,era_activity,500.0,5.0,6,3,0.5
HD 185144,baseline,5.0,0.5,6,0,0.0
HD 185144,baseline,5.0,1.0,6,6,1.0
HD 185144,baseline,5.0,1.5,6,6,1.0
HD 185144,baseline,5.0,2.0,6,6,1.0
HD 185144,baseline,5.0,3.0,6,6,1.0
HD 185144,baseline,5.0,5.0,6,6,1.0
HD 185144,baseline,10.0,0.5,6,0,0.0
HD 185144,baseline,10.0,1.0,6,6,1.0
HD 185144,baseline,10.0,1.5,6,6,1.0
HD 185144,baseline,10.0,2.0,6,6,1.0
HD 185144,baseline,10.0,3.0,6,6,1.0
HD 185144,baseline,10.0,5.0,6,6,1.0
HD 185144,baseline,30.0,0.5,6,0,0.0
HD 185144,baseline,30.0,1.0,6,6,1.0
HD 185144,baseline,30.0,1.5,6,6,1.0
HD 185144,baseline,30.0,2.0,6,6,1.0
HD 185144,baseline,30.0,3.0,6,6,1.0
HD 185144,baseline,30.0,5.0,6,6,1.0
HD 185144,baseline,100.0,0.5,6,0,0.0
HD 185144,baseline,100.0,1.0,6,4,0.6666666666666666
HD 185144,baseline,100.0,1.5,6,6,1.0
HD 185144,baseline,100.0,2.0,6,6,1.0
HD 185144,baseline,100.0,3.0,6,6,1.0
HD 185144,baseline,100.0,5.0,6,6,1.0
HD 185144,baseline,300.0,0.5,6,0,0.0
HD 185144,baseline,300.0,1.0,6,4,0.6666666666666666
HD 185144,baseline,300.0,1.5,6,6,1.0
HD 185144,baseline,300.0,2.0,6,6,1.0
HD 185144,baseline,300.0,3.0,6,6,1.0
HD 185144,baseline,300.0,5.0,6,6,1.0
HD 185144,baseline,500.0,0.5,6,3,0.5
HD 185144,baseline,500.0,1.0,6,3,0.5
HD 185144,baseline,500.0,1.5,6,5,0.8333333333333334
HD 185144,baseline,500.0,2.0,6,6,1.0
HD 185144,baseline,500.0,3.0,6,6,1.0
HD 185144,baseline,500.0,5.0,6,6,1.0
HD 185144,era,5.0,0.5,6,5,0.8333333333333334
HD 185144,era,5.0,1.0,6,6,1.0
HD 185144,era,5.0,1.5,6,6,1.0
HD 185144,era,5.0,2.0,6,6,1.0
HD 185144,era,5.0,3.0,6,6,1.0
HD 185144,era,5.0,5.0,6,6,1.0
HD 185144,era,10.0,0.5,6,4,0.6666666666666666
HD 185144,era,10.0,1.0,6,6,1.0
HD 185144,era,10.0,1.5,6,6,1.0
HD 185144,era,10.0,2.0,6,6,1.0
HD 185144,era,10.0,3.0,6,6,1.0
HD 185144,era,10.0,5.0,6,6,1.0
HD 185144,era,30.0,0.5,6,4,0.6666666666666666
HD 185144,era,30.0,1.0,6,6,1.0
HD 185144,era,30.0,1.5,6,6,1.0
HD 185144,era,30.0,2.0,6,6,1.0
HD 185144,era,30.0,3.0,6,6,1.0
HD 185144,era,30.0,5.0,6,6,1.0
HD 185144,era,100.0,0.5,6,5,0.8333333333333334
HD 185144,era,100.0,1.0,6,6,1.0
HD 185144,era,100.0,1.5,6,6,1.0
HD 185144,era,100.0,2.0,6,6,1.0
HD 185144,era,100.0,3.0,6,6,1.0
HD 185144,era,100.0,5.0,6,6,1.0
HD 185144,era,300.0,0.5,6,3,0.5
HD 185144,era,300.0,1.0,6,5,0.8333333333333334
HD 185144,era,300.0,1.5,6,6,1.0
HD 185144,era,300.0,2.0,6,6,1.0
HD 185144,era,300.0,3.0,6,6,1.0
HD 185144,era,300.0,5.0,6,6,1.0
HD 185144,era,500.0,0.5,6,1,0.16666666666666666
HD 185144,era,500.0,1.0,6,2,0.3333333333333333
HD 185144,era,500.0,1.5,6,3,0.5
HD 185144,era,500.0,2.0,6,3,0.5
HD 185144,era,500.0,3.0,6,3,0.5
HD 185144,era,500.0,5.0,6,2,0.3333333333333333
HD 185144,era_activity,5.0,0.5,6,5,0.8333333333333334
HD 185144,era_activity,5.0,1.0,6,6,1.0
HD 185144,era_activity,5.0,1.5,6,6,1.0
HD 185144,era_activity,5.0,2.0,6,6,1.0
HD 185144,era_activity,5.0,3.0,6,6,1.0
HD 185144,era_activity,5.0,5.0,6,6,1.0
HD 185144,era_activity,10.0,0.5,6,6,1.0
HD 185144,era_activity,10.0,1.0,6,6,1.0
HD 185144,era_activity,10.0,1.5,6,6,1.0
HD 185144,era_activity,10.0,2.0,6,6,1.0
HD 185144,era_activity,10.0,3.0,6,6,1.0
HD 185144,era_activity,10.0,5.0,6,6,1.0
HD 185144,era_activity,30.0,0.5,6,4,0.6666666666666666
HD 185144,era_activity,30.0,1.0,6,6,1.0
HD 185144,era_activity,30.0,1.5,6,6,1.0
HD 185144,era_activity,30.0,2.0,6,6,1.0
HD 185144,era_activity,30.0,3.0,6,6,1.0
HD 185144,era_activity,30.0,5.0,6,6,1.0
HD 185144,era_activity,100.0,0.5,6,5,0.8333333333333334
HD 185144,era_activity,100.0,1.0,6,6,1.0
HD 185144,era_activity,100.0,1.5,6,6,1.0
HD 185144,era_activity,100.0,2.0,6,6,1.0
HD 185144,era_activity,100.0,3.0,6,6,1.0
HD 185144,era_activity,100.0,5.0,6,6,1.0
HD 185144,era_activity,300.0,0.5,6,3,0.5
HD 185144,era_activity,300.0,1.0,6,4,0.6666666666666666
HD 185144,era_activity,300.0,1.5,6,5,0.8333333333333334
HD 185144,era_activity,300.0,2.0,6,6,1.0
HD 185144,era_activity,300.0,3.0,6,6,1.0
HD 185144,era_activity,300.0,5.0,6,6,1.0
HD 185144,era_activity,500.0,0.5,6,1,0.16666666666666666
HD 185144,era_activity,500.0,1.0,6,1,0.16666666666666666
HD 185144,era_activity,500.0,1.5,6,2,0.3333333333333333
HD 185144,era_activity,500.0,2.0,6,2,0.3333333333333333
HD 185144,era_activity,500.0,3.0,6,3,0.5
HD 185144,era_activity,500.0,5.0,6,3,0.5
HD 186408,baseline,5.0,0.5,6,0,0.0
HD 186408,baseline,5.0,1.0,6,0,0.0
HD 186408,baseline,5.0,1.5,6,0,0.0
HD 186408,baseline,5.0,2.0,6,0,0.0
HD 186408,baseline,5.0,3.0,6,2,0.3333333333333333
HD 186408,baseline,5.0,5.0,6,6,1.0
HD 186408,baseline,10.0,0.5,6,0,0.0
HD 186408,baseline,10.0,1.0,6,0,0.0
HD 186408,baseline,10.0,1.5,6,0,0.0
HD 186408,baseline,10.0,2.0,6,0,0.0
HD 186408,baseline,10.0,3.0,6,0,0.0
HD 186408,baseline,10.0,5.0,6,6,1.0
HD 186408,baseline,30.0,0.5,6,0,0.0
HD 186408,baseline,30.0,1.0,6,0,0.0
HD 186408,baseline,30.0,1.5,6,0,0.0
HD 186408,baseline,30.0,2.0,6,0,0.0
HD 186408,baseline,30.0,3.0,6,0,0.0
HD 186408,baseline,30.0,5.0,6,6,1.0
HD 186408,baseline,100.0,0.5,6,0,0.0
HD 186408,baseline,100.0,1.0,6,2,0.3333333333333333
HD 186408,baseline,100.0,1.5,6,2,0.3333333333333333
HD 186408,baseline,100.0,2.0,6,3,0.5
HD 186408,baseline,100.0,3.0,6,3,0.5
HD 186408,baseline,100.0,5.0,6,5,0.8333333333333334
HD 186408,baseline,300.0,0.5,6,0,0.0
HD 186408,baseline,300.0,1.0,6,0,0.0
HD 186408,baseline,300.0,1.5,6,0,0.0
HD 186408,baseline,300.0,2.0,6,0,0.0
HD 186408,baseline,300.0,3.0,6,1,0.16666666666666666
HD 186408,baseline,300.0,5.0,6,4,0.6666666666666666
HD 186408,baseline,500.0,0.5,6,0,0.0
HD 186408,baseline,500.0,1.0,6,0,0.0
HD 186408,baseline,500.0,1.5,6,1,0.16666666666666666
HD 186408,baseline,500.0,2.0,6,1,0.16666666666666666
HD 186408,baseline,500.0,3.0,6,1,0.16666666666666666
HD 186408,baseline,500.0,5.0,6,3,0.5
HD 186408,era,5.0,0.5,6,0,0.0
HD 186408,era,5.0,1.0,6,0,0.0
HD 186408,era,5.0,1.5,6,0,0.0
HD 186408,era,5.0,2.0,6,1,0.16666666666666666
HD 186408,era,5.0,3.0,6,4,0.6666666666666666
HD 186408,era,5.0,5.0,6,6,1.0
HD 186408,era,10.0,0.5,6,0,0.0
HD 186408,era,10.0,1.0,6,0,0.0
HD 186408,era,10.0,1.5,6,0,0.0
HD 186408,era,10.0,2.0,6,0,0.0
HD 186408,era,10.0,3.0,6,6,1.0
HD 186408,era,10.0,5.0,6,6,1.0
HD 186408,era,30.0,0.5,6,0,0.0
HD 186408,era,30.0,1.0,6,0,0.0
HD 186408,era,30.0,1.5,6,0,0.0
HD 186408,era,30.0,2.0,6,2,0.3333333333333333
HD 186408,era,30.0,3.0,6,5,0.8333333333333334
HD 186408,era,30.0,5.0,6,6,1.0
HD 186408,era,100.0,0.5,6,0,0.0
HD 186408,era,100.0,1.0,6,0,0.0
HD 186408,era,100.0,1.5,6,0,0.0
HD 186408,era,100.0,2.0,6,1,0.16666666666666666
HD 186408,era,100.0,3.0,6,4,0.6666666666666666
HD 186408,era,100.0,5.0,6,6,1.0
HD 186408,era,300.0,0.5,6,0,0.0
HD 186408,era,300.0,1.0,6,0,0.0
HD 186408,era,300.0,1.5,6,0,0.0
HD 186408,era,300.0,2.0,6,0,0.0
HD 186408,era,300.0,3.0,6,1,0.16666666666666666
HD 186408,era,300.0,5.0,6,4,0.6666666666666666
HD 186408,era,500.0,0.5,6,0,0.0
HD 186408,era,500.0,1.0,6,0,0.0
HD 186408,era,500.0,1.5,6,0,0.0
HD 186408,era,500.0,2.0,6,0,0.0
HD 186408,era,500.0,3.0,6,1,0.16666666666666666
HD 186408,era,500.0,5.0,6,2,0.3333333333333333
HD 186408,era_activity,5.0,0.5,6,0,0.0
HD 186408,era_activity,5.0,1.0,6,0,0.0
HD 186408,era_activity,5.0,1.5,6,0,0.0
HD 186408,era_activity,5.0,2.0,6,1,0.16666666666666666
HD 186408,era_activity,5.0,3.0,6,5,0.8333333333333334
HD 186408,era_activity,5.0,5.0,6,6,1.0
HD 186408,era_activity,10.0,0.5,6,0,0.0
HD 186408,era_activity,10.0,1.0,6,0,0.0
HD 186408,era_activity,10.0,1.5,6,0,0.0
HD 186408,era_activity,10.0,2.0,6,0,0.0
HD 186408,era_activity,10.0,3.0,6,5,0.8333333333333334
HD 186408,era_activity,10.0,5.0,6,6,1.0
HD 186408,era_activity,30.0,0.5,6,0,0.0
HD 186408,era_activity,30.0,1.0,6,0,0.0
HD 186408,era_activity,30.0,1.5,6,0,0.0
HD 186408,era_activity,30.0,2.0,6,2,0.3333333333333333
HD 186408,era_activity,30.0,3.0,6,5,0.8333333333333334
HD 186408,era_activity,30.0,5.0,6,6,1.0
HD 186408,era_activity,100.0,0.5,6,0,0.0
HD 186408,era_activity,100.0,1.0,6,0,0.0
HD 186408,era_activity,100.0,1.5,6,0,0.0
HD 186408,era_activity,100.0,2.0,6,2,0.3333333333333333
HD 186408,era_activity,100.0,3.0,6,5,0.8333333333333334
HD 186408,era_activity,100.0,5.0,6,6,1.0
HD 186408,era_activity,300.0,0.5,6,2,0.3333333333333333
HD 186408,era_activity,300.0,1.0,6,2,0.3333333333333333
HD 186408,era_activity,300.0,1.5,6,2,0.3333333333333333
HD 186408,era_activity,300.0,2.0,6,1,0.16666666666666666
HD 186408,era_activity,300.0,3.0,6,0,0.0
HD 186408,era_activity,300.0,5.0,6,2,0.3333333333333333
HD 186408,era_activity,500.0,0.5,6,0,0.0
HD 186408,era_activity,500.0,1.0,6,0,0.0
HD 186408,era_activity,500.0,1.5,6,0,0.0
HD 186408,era_activity,500.0,2.0,6,0,0.0
HD 186408,era_activity,500.0,3.0,6,0,0.0
HD 186408,era_activity,500.0,5.0,6,1,0.16666666666666666
HD 186427,baseline,5.0,0.5,6,0,0.0
HD 186427,baseline,5.0,1.0,6,0,0.0
HD 186427,baseline,5.0,1.5,6,0,0.0
HD 186427,baseline,5.0,2.0,6,0,0.0
HD 186427,baseline,5.0,3.0,6,0,0.0
HD 186427,baseline,5.0,5.0,6,0,0.0
HD 186427,baseline,10.0,0.5,6,0,0.0
HD 186427,baseline,10.0,1.0,6,0,0.0
HD 186427,baseline,10.0,1.5,6,0,0.0
HD 186427,baseline,10.0,2.0,6,0,0.0
HD 186427,baseline,10.0,3.0,6,0,0.0
HD 186427,baseline,10.0,5.0,6,0,0.0
HD 186427,baseline,30.0,0.5,6,0,0.0
HD 186427,baseline,30.0,1.0,6,0,0.0
HD 186427,baseline,30.0,1.5,6,0,0.0
HD 186427,baseline,30.0,2.0,6,0,0.0
HD 186427,baseline,30.0,3.0,6,0,0.0
HD 186427,baseline,30.0,5.0,6,0,0.0
HD 186427,baseline,100.0,0.5,6,0,0.0
HD 186427,baseline,100.0,1.0,6,0,0.0
HD 186427,baseline,100.0,1.5,6,0,0.0
HD 186427,baseline,100.0,2.0,6,0,0.0
HD 186427,baseline,100.0,3.0,6,0,0.0
HD 186427,baseline,100.0,5.0,6,0,0.0
HD 186427,baseline,300.0,0.5,6,6,1.0
HD 186427,baseline,300.0,1.0,6,6,1.0
HD 186427,baseline,300.0,1.5,6,6,1.0
HD 186427,baseline,300.0,2.0,6,6,1.0
HD 186427,baseline,300.0,3.0,6,6,1.0
HD 186427,baseline,300.0,5.0,6,2,0.3333333333333333
HD 186427,baseline,500.0,0.5,6,0,0.0
HD 186427,baseline,500.0,1.0,6,0,0.0
HD 186427,baseline,500.0,1.5,6,0,0.0
HD 186427,baseline,500.0,2.0,6,0,0.0
HD 186427,baseline,500.0,3.0,6,2,0.3333333333333333
HD 186427,baseline,500.0,5.0,6,2,0.3333333333333333
HD 186427,era,5.0,0.5,6,0,0.0
HD 186427,era,5.0,1.0,6,0,0.0
HD 186427,era,5.0,1.5,6,0,0.0
HD 186427,era,5.0,2.0,6,0,0.0
HD 186427,era,5.0,3.0,6,0,0.0
HD 186427,era,5.0,5.0,6,0,0.0
HD 186427,era,10.0,0.5,6,0,0.0
HD 186427,era,10.0,1.0,6,0,0.0
HD 186427,era,10.0,1.5,6,0,0.0
HD 186427,era,10.0,2.0,6,0,0.0
HD 186427,era,10.0,3.0,6,0,0.0
HD 186427,era,10.0,5.0,6,0,0.0
HD 186427,era,30.0,0.5,6,0,0.0
HD 186427,era,30.0,1.0,6,0,0.0
HD 186427,era,30.0,1.5,6,0,0.0
HD 186427,era,30.0,2.0,6,0,0.0
HD 186427,era,30.0,3.0,6,0,0.0
HD 186427,era,30.0,5.0,6,0,0.0
HD 186427,era,100.0,0.5,6,0,0.0
HD 186427,era,100.0,1.0,6,0,0.0
HD 186427,era,100.0,1.5,6,0,0.0
HD 186427,era,100.0,2.0,6,0,0.0
HD 186427,era,100.0,3.0,6,0,0.0
HD 186427,era,100.0,5.0,6,0,0.0
HD 186427,era,300.0,0.5,6,0,0.0
HD 186427,era,300.0,1.0,6,0,0.0
HD 186427,era,300.0,1.5,6,0,0.0
HD 186427,era,300.0,2.0,6,0,0.0
HD 186427,era,300.0,3.0,6,0,0.0
HD 186427,era,300.0,5.0,6,0,0.0
HD 186427,era,500.0,0.5,6,0,0.0
HD 186427,era,500.0,1.0,6,0,0.0
HD 186427,era,500.0,1.5,6,0,0.0
HD 186427,era,500.0,2.0,6,0,0.0
HD 186427,era,500.0,3.0,6,0,0.0
HD 186427,era,500.0,5.0,6,0,0.0
HD 186427,era_activity,5.0,0.5,6,0,0.0
HD 186427,era_activity,5.0,1.0,6,0,0.0
HD 186427,era_activity,5.0,1.5,6,0,0.0
HD 186427,era_activity,5.0,2.0,6,0,0.0
HD 186427,era_activity,5.0,3.0,6,0,0.0
HD 186427,era_activity,5.0,5.0,6,0,0.0
HD 186427,era_activity,10.0,0.5,6,0,0.0
HD 186427,era_activity,10.0,1.0,6,0,0.0
HD 186427,era_activity,10.0,1.5,6,0,0.0
HD 186427,era_activity,10.0,2.0,6,0,0.0
HD 186427,era_activity,10.0,3.0,6,0,0.0
HD 186427,era_activity,10.0,5.0,6,0,0.0
HD 186427,era_activity,30.0,0.5,6,0,0.0
HD 186427,era_activity,30.0,1.0,6,0,0.0
HD 186427,era_activity,30.0,1.5,6,0,0.0
HD 186427,era_activity,30.0,2.0,6,0,0.0
HD 186427,era_activity,30.0,3.0,6,0,0.0
HD 186427,era_activity,30.0,5.0,6,0,0.0
HD 186427,era_activity,100.0,0.5,6,0,0.0
HD 186427,era_activity,100.0,1.0,6,0,0.0
HD 186427,era_activity,100.0,1.5,6,0,0.0
HD 186427,era_activity,100.0,2.0,6,0,0.0
HD 186427,era_activity,100.0,3.0,6,0,0.0
HD 186427,era_activity,100.0,5.0,6,0,0.0
HD 186427,era_activity,300.0,0.5,6,0,0.0
HD 186427,era_activity,300.0,1.0,6,0,0.0
HD 186427,era_activity,300.0,1.5,6,0,0.0
HD 186427,era_activity,300.0,2.0,6,0,0.0
HD 186427,era_activity,300.0,3.0,6,0,0.0
HD 186427,era_activity,300.0,5.0,6,0,0.0
HD 186427,era_activity,500.0,0.5,6,0,0.0
HD 186427,era_activity,500.0,1.0,6,0,0.0
HD 186427,era_activity,500.0,1.5,6,0,0.0
HD 186427,era_activity,500.0,2.0,6,0,0.0
HD 186427,era_activity,500.0,3.0,6,0,0.0
HD 186427,era_activity,500.0,5.0,6,0,0.0
HD 187923,baseline,5.0,0.5,6,0,0.0
HD 187923,baseline,5.0,1.0,6,0,0.0
HD 187923,baseline,5.0,1.5,6,3,0.5
HD 187923,baseline,5.0,2.0,6,5,0.8333333333333334
HD 187923,baseline,5.0,3.0,6,6,1.0
HD 187923,baseline,5.0,5.0,6,6,1.0
HD 187923,baseline,10.0,0.5,6,0,0.0
HD 187923,baseline,10.0,1.0,6,0,0.0
HD 187923,baseline,10.0,1.5,6,1,0.16666666666666666
HD 187923,baseline,10.0,2.0,6,5,0.8333333333333334
HD 187923,baseline,10.0,3.0,6,6,1.0
HD 187923,baseline,10.0,5.0,6,6,1.0
HD 187923,baseline,30.0,0.5,6,0,0.0
HD 187923,baseline,30.0,1.0,6,0,0.0
HD 187923,baseline,30.0,1.5,6,0,0.0
HD 187923,baseline,30.0,2.0,6,3,0.5
HD 187923,baseline,30.0,3.0,6,6,1.0
HD 187923,baseline,30.0,5.0,6,6,1.0
HD 187923,baseline,100.0,0.5,6,0,0.0
HD 187923,baseline,100.0,1.0,6,0,0.0
HD 187923,baseline,100.0,1.5,6,1,0.16666666666666666
HD 187923,baseline,100.0,2.0,6,4,0.6666666666666666
HD 187923,baseline,100.0,3.0,6,6,1.0
HD 187923,baseline,100.0,5.0,6,6,1.0
HD 187923,baseline,300.0,0.5,6,0,0.0
HD 187923,baseline,300.0,1.0,6,0,0.0
HD 187923,baseline,300.0,1.5,6,0,0.0
HD 187923,baseline,300.0,2.0,6,5,0.8333333333333334
HD 187923,baseline,300.0,3.0,6,6,1.0
HD 187923,baseline,300.0,5.0,6,6,1.0
HD 187923,baseline,500.0,0.5,6,0,0.0
HD 187923,baseline,500.0,1.0,6,1,0.16666666666666666
HD 187923,baseline,500.0,1.5,6,3,0.5
HD 187923,baseline,500.0,2.0,6,5,0.8333333333333334
HD 187923,baseline,500.0,3.0,6,6,1.0
HD 187923,baseline,500.0,5.0,6,6,1.0
HD 187923,era,5.0,0.5,6,0,0.0
HD 187923,era,5.0,1.0,6,0,0.0
HD 187923,era,5.0,1.5,6,3,0.5
HD 187923,era,5.0,2.0,6,5,0.8333333333333334
HD 187923,era,5.0,3.0,6,6,1.0
HD 187923,era,5.0,5.0,6,6,1.0
HD 187923,era,10.0,0.5,6,0,0.0
HD 187923,era,10.0,1.0,6,0,0.0
HD 187923,era,10.0,1.5,6,1,0.16666666666666666
HD 187923,era,10.0,2.0,6,5,0.8333333333333334
HD 187923,era,10.0,3.0,6,6,1.0
HD 187923,era,10.0,5.0,6,6,1.0
HD 187923,era,30.0,0.5,6,0,0.0
HD 187923,era,30.0,1.0,6,0,0.0
HD 187923,era,30.0,1.5,6,1,0.16666666666666666
HD 187923,era,30.0,2.0,6,4,0.6666666666666666
HD 187923,era,30.0,3.0,6,6,1.0
HD 187923,era,30.0,5.0,6,6,1.0
HD 187923,era,100.0,0.5,6,0,0.0
HD 187923,era,100.0,1.0,6,0,0.0
HD 187923,era,100.0,1.5,6,1,0.16666666666666666
HD 187923,era,100.0,2.0,6,4,0.6666666666666666
HD 187923,era,100.0,3.0,6,6,1.0
HD 187923,era,100.0,5.0,6,6,1.0
HD 187923,era,300.0,0.5,6,0,0.0
HD 187923,era,300.0,1.0,6,0,0.0
HD 187923,era,300.0,1.5,6,0,0.0
HD 187923,era,300.0,2.0,6,5,0.8333333333333334
HD 187923,era,300.0,3.0,6,6,1.0
HD 187923,era,300.0,5.0,6,6,1.0
HD 187923,era,500.0,0.5,6,0,0.0
HD 187923,era,500.0,1.0,6,0,0.0
HD 187923,era,500.0,1.5,6,2,0.3333333333333333
HD 187923,era,500.0,2.0,6,2,0.3333333333333333
HD 187923,era,500.0,3.0,6,3,0.5
HD 187923,era,500.0,5.0,6,4,0.6666666666666666
HD 187923,era_activity,5.0,0.5,6,0,0.0
HD 187923,era_activity,5.0,1.0,6,2,0.3333333333333333
HD 187923,era_activity,5.0,1.5,6,3,0.5
HD 187923,era_activity,5.0,2.0,6,5,0.8333333333333334
HD 187923,era_activity,5.0,3.0,6,6,1.0
HD 187923,era_activity,5.0,5.0,6,6,1.0
HD 187923,era_activity,10.0,0.5,6,0,0.0
HD 187923,era_activity,10.0,1.0,6,0,0.0
HD 187923,era_activity,10.0,1.5,6,1,0.16666666666666666
HD 187923,era_activity,10.0,2.0,6,5,0.8333333333333334
HD 187923,era_activity,10.0,3.0,6,6,1.0
HD 187923,era_activity,10.0,5.0,6,6,1.0
HD 187923,era_activity,30.0,0.5,6,0,0.0
HD 187923,era_activity,30.0,1.0,6,0,0.0
HD 187923,era_activity,30.0,1.5,6,2,0.3333333333333333
HD 187923,era_activity,30.0,2.0,6,4,0.6666666666666666
HD 187923,era_activity,30.0,3.0,6,6,1.0
HD 187923,era_activity,30.0,5.0,6,6,1.0
HD 187923,era_activity,100.0,0.5,6,0,0.0
HD 187923,era_activity,100.0,1.0,6,0,0.0
HD 187923,era_activity,100.0,1.5,6,1,0.16666666666666666
